id,news_url,title,tweet_ids
1,https://www.aosfatos.org/noticias/lula-nao-acabou-inss-farmacia-popular/,Lula acabou com o INSS e o Farmácia Popular,1650690462657703937	1649303606032474115	1648653995379130368	1648650858295435264	1648619707618975744	1648570932984786948	1648456987636822016	1648447105772687365	1648434452329279488
3,https://www.aosfatos.org/noticias/lula-nao-chamou-apoiadores-de-jumentos/,Lula chamou apoiadores de jumentos,1650963098335866901	1650952821184036864	1650241910794076161	1650163217262432258	1649776097997799427	1649772182518616064	1649299700380495873	1649045238978330627	1649007249082179585	1648654160789929985	1648549671411888130	1648474436985843712	1648472426303598597	1648472027244933121	1648457169275355143	1648403421375135746	1648390733450059778
13,https://www.aosfatos.org/noticias/falso-fbi-prisao-ministro-alexandre-de-moraes/,FBI enviou agentes ao Brasil para prender o ministro Alexandre de Moraes,1646579179813580800	1646578660785156097	1646476628824936453	1646315940248793091	1646296438622625792	1646254056380178438
14,https://www.aosfatos.org/noticias/falso-escola-sao-bernardo-tentativa-de-atentado/,Escola em São Bernardo do Campo SP sofreu atentado,1646329031413866499	1646287390258995200	1646264633387278336	1646263709726126085	1646262303791230979	1646261359900753921
138,https://www.aosfatos.org/noticias/falso-preco-gas-de-cozinha-aumentou-84-porcento/,Preço do gás de cozinha deve subir até 84% em alguns estados,1654526343768309768	1653588384613298177	1653438568260419584	1653386376983740419	1653329932997517312	1653274138314698754	1653270962878423041	1653188098472148992	1653188069317550080	1653179420516003841	1653140935096541184	1653098674937815062	1653078172865384448	1652994939486105601	1652909688353161218	1652891399816192000	1652868471506493440	1652821154170654723	1652818613298929664	1652800237717671936	1652798071942545408	1652793511199100930	1652787247140290563	1652780978132189197	1652778776407801856	1652776528755806210	1652773171320291328	1652772976050294786	1652772093509992448	1652771369849872388	1652764806640816130	1652762155974897664	1652759788365942785	1652756229196750848	1652748918214610944	1652747797316132869	1652742360336420864	1652738393380364291	1652730691531014145	1652721990866706433	1652710776786886659	1652708031317127168	1652700184822816768	1652699846829113344	1652694143666118660	1652690732640002049	1652689706683883520	1652681585051811843	1652668363393449985	1652664055025352708	1652652954803924993	1652649239435005953	1652646399899467776	1652645807697321985	1652642511557361664	1652639923617542144	1652637050657468417	1652636912446853122	1652634685959286784	1652634496749977603	1652632828599758849	1652632277774393344	1652631455728558083	1652631070716698624	1652630320246579200	1652627465716613126	1652627099390287878	1652617442575671296	1652616833671876608	1652609982410416129	1652603791672328197	1652592208887922693	1652582725868453888	1652574068476878848	1652562875813093376	1652550778140213248	1652550764022079488	1652536721190387712	1652524519146373120	1652522680459862019	1652522310727811073	1652518555395432452	1652513890306076672	1652502484265336833	1652502278442561537	1652492780562726917	1652486804958859266	1652483677941649410	1652482476940328961	1652480818718167047	1652477024068403203	1652472054971498497	1652471994024091648	1652470096416178178	1652469715049107457	1652469433607102464	1652467855361703939	1652465279719424002	1652459206451052544	1652457088881131521
138,https://www.aosfatos.org/noticias/falso-preco-gas-de-cozinha-aumentou-84-porcento/,Preço do gás de cozinha deve subir até 84% em alguns estados,1652452572462997506	1652448365936869378	1652446611086229506	1652445053791395840	1652441527237459970	1652432937839632385	1652424240757460997	1652423730650390532	1652417617125146624	1652416999434199040	1652416483182407681	1652413030074839040	1652410833719242754	1652410023694180352	1652408285218086914	1652405876051918852	1652405161157951489	1652403891340820481	1652403430348947458	1652403049145434112	1652402827560353792	1652400001983586304	1652399251115089920	1652396714320437248	1652395472139452417	1652395106668822529	1652394180079919105	1652392584885534722	1652392476160688130	1652392117828763650	1652391915445276672	1652390497883758594	1652388341386444801	1652386579300642816	1652384802400620547	1652383924209823746	1652381727312977922	1652380901723066371	1652380488521199623	1652379525588680705	1652378059792629760	1652377047728107522	1652376457270685699	1652376129506779137	1652375894906773509	1652375831648301058	1652374714415734785	1652373238511464456	1652372079264555015	1652370230276939777	1652369178270081026	1652368114317656068	1652367361746300928	1652367328212926465	1652366543592849409	1652365883023433734	1652364936905990145	1652364534353391616	1652364435753713667	1652363405712322564	1652362904862179338	1652362632928587776	1652361618997534724	1652361503008333830	1652360757252685824	1652360665477070851	1652360597709701121	1652360548527292417	1652360496438300674	1652360390158737410	1652360267693424640	1652360164886958081	1652359981209878529	1652359865602387968	1652359744974094336	1652359734198976513	1652359084463603714	1652359051144044546	1652358386023821313	1652358189684252672	1652357959622574082	1652357133109800961	1652355295216115712	1652354915036012545	1652353974333259776	1652353065813417985	1652352881008181248	1652352245294399495	1652351297687781376	1652350449008234499	1652349586692767745	1652349574139326467	1652349046290358272	1652348087875039233	1652347306656641026	1652347244719353857	1652345904282607618	1652345802663100416	1652345740579012613	1652345194300186636
138,https://www.aosfatos.org/noticias/falso-preco-gas-de-cozinha-aumentou-84-porcento/,Preço do gás de cozinha deve subir até 84% em alguns estados,1652344416999297026	1652344233028730881	1652343916694327296	1652343499784593408	1652343061517664257	1652342873180758018	1652342701017145344	1652342498017046532	1652341830229405697	1652340840876986375	1652340511783395331	1652340291351851010	1652340191598727168	1652339289399623680	1652339237079982080	1652338904194752515	1652338314878304258	1652337864284200960	1652337270291038208	1652337074014502914	1652337060210941953	1652336578285453312	1652336431484870657	1652335936548511744	1652335787214622720	1652335372867698690	1652335191963123714	1652335044478869504	1652334545012948992	1652334104183013378	1652333225543364609	1652332918616850434	1652332687892307978	1652332450092138496	1652331273577177090	1652330072311840769	1652328021758562306	1652326106035306496	1652325849452933120	1652324224969629702	1652323059754254338	1652322936445972480	1652321668243628037	1652321333210906625	1652320659463188480	1652320172055691266	1652319840118403073	1652319446399168513	1652319236759379968	1652318843526688769	1652318257070718977	1652318054943006722	1652317919148232705	1652316752934735873	1652316566908706816	1652316196954603530	1652314535301201921	1652313485500469248	1652313206163898369	1652312233660018689	1652311770503970816	1652311617013424130	1652311090909392896	1652309969243365381	1652309420716572672	1652309285781528579	1652309132337205251	1652308969782759425	1652308713057689603	1652307990265954307	1652307771952332800	1652307631833337858	1652307200247832576	1652306857527062529	1652306740032024576	1652306457876987911	1652306411848605696	1652306237386547202	1652306212262760449	1652305443010510851	1652305259388076032	1652304664417783810	1652304528153141249	1652304466614394882	1652304436700520450	1652304121452429313	1652304019707027456	1652304008323686400	1652303999545094145	1652303975301955597	1652303535852118016	1652302311732002819	1652301647186481153	1652301568811712514	1652300507447279618	1652299197079601152	1652298407409594370	1652298377256656896	1652297746278240256	1652297141539201025
138,https://www.aosfatos.org/noticias/falso-preco-gas-de-cozinha-aumentou-84-porcento/,Preço do gás de cozinha deve subir até 84% em alguns estados,1652297008244244483	1652296722087829510	1652296714613653504	1652295509166510088	1652295236838727680	1652295067980165125	1652294339962306562	1652294131513737216	1652293666390650881	1652293430729486336	1652293158057783296	1652293037559627777	1652292958199136257	1652292778334846976	1652291435041832960	1652290533660803072	1652289985280634881	1652289815117799424	1652289279148605440	1652288796241678336	1652288366145142785	1652287806511759362	1652287070608453635	1652286774792663041	1652286559478071296	1652286363184644097	1652286167600046081	1652285941585793024	1652285899646947328	1652285811352543234	1652285599825444865	1652285401703276544	1652285314696634371	1652285007455461382	1652282803298377729	1652282757622427648	1652282022826500097	1652281794803253248	1652281479257358340	1652280989161226240	1652280054460690437	1652279817511772161	1652279625731526658	1652279164085366784	1652278924863234050	1652278244714991617	1652277925264097281	1652277891743318018	1652277635374891010	1652277573819199488	1652277355933515776	1652277248643268608	1652276288797966342	1652276131263836160	1652275675032584192	1652274080362426369	1652273117220294660	1652272221434388481	1652272141738336257	1652271504661401600	1652271443214778368	1652271378698043395	1652271329993797638	1652271299362791425	1652270914829000706	1652270759950139393	1652269674418036739	1652269208355450881	1652267645696131072	1652267329160462338	1652267065548455941	1652266759703912448	1652266574634516480	1652266468925480965	1652265405933576193	1652265184138862593	1652265056078385154	1652264898070446080	1652263855127494660	1652263803629731841	1652263230989844482	1652263145782620161	1652262611822563329	1652262069696167936	1652261837109448704	1652260909304233984	1652259605739712512	1652259146085826566	1652258920419803138	1652257687223123969	1652255687479623680	1652255016760008704	1652254659946455043	1652254492748832770	1652253292162842624	1652253241533505537	1652253176244977664	1652253100915191809	1652252360717094913	1652252225434001408
138,https://www.aosfatos.org/noticias/falso-preco-gas-de-cozinha-aumentou-84-porcento/,Preço do gás de cozinha deve subir até 84% em alguns estados,1652250438903689216	1652249910786375680	1652249585547444226	1652249009640157185	1652248602549338113	1652248047449960449	1652247827567857667	1652247094919348224	1652246659273728000	1652245576413507584	1652244693403549696	1652243328195330048	1652243210951901185	1652240442384064512	1652239327009595392	1652238801262002179	1652238640305643521	1652237766166564864	1652237320781701126	1652237137335525376	1652236751539261441	1652235633899741184	1652235076900474880	1652233796039725056	1652233109725650945	1652232305585405952	1652231426518003714	1652229701849563138	1652229642122678274	1652224873656115200	1652224615815557122	1652224221999767552	1652224185194651653	1652223140993351680	1652222308818337797	1652220993186717698	1652220113221820416	1652208856817102851	1652208812906913792	1652208217974243328	1652206635333328898	1652205602112782336	1652204233427394560	1652202654464978944	1652200666306101248	1652200516976353280	1652193551034269696	1652192848341508097	1652191819004772353	1652189947343040514	1652189483406688258	1652189310823563264	1652187337277816835	1652181297383587841	1652179433086676992	1652179425750925313	1652177190446931970	1652175665175707651	1652171854621167617	1652170476385452033	1652170000575213568	1652169832974909442	1652169450941038592	1652168743898710016	1652167613580034049	1652164523820826625	1652164478958436352	1652163936412631041	1652163651145543680	1652163453174394880	1652162480188149765	1652161930503639043	1652159451531444230	1652157638111633409	1652157632558374912	1652157474751889409	1652157108119322626	1652156124127191041	1652155125404712960	1652154787796844544	1652154642921299971	1652154532908941318	1652153823094272006	1652153217726263296	1652153196582690817	1652152556771069954	1652152241049026560	1652151962551320576	1652150886234308610	1652150267532521472	1652150212859764742	1652149267081863169	1652149066548105221	1652147390319607809	1652146983123968000	1652146934193303558	1652146889771606016	1652145558935461890	1652145322158694401
138,https://www.aosfatos.org/noticias/falso-preco-gas-de-cozinha-aumentou-84-porcento/,Preço do gás de cozinha deve subir até 84% em alguns estados,1652144843383091200	1652144555888713731	1652144471247650818	1652144439572193282	1652144236639182850	1652143600510050305	1652143431081140227	1652143395790282757	1652142808323575808	1652142777319186433	1652142590932688897	1652142205077782528	1652142146026192898	1652142060390973440	1652141541568262145	1652141263641100288	1652140560436658178	1652140220886786048	1652140100715683841	1652140008138997760	1652139677745291265	1652139540289581057	1652139496534691843	1652139398807388160	1652139322093580288	1652139236043137026	1652139201289150464	1652138514589401089	1652137915818835970	1652137778895790082	1652137528202231810	1652137513765462018	1652137239428694018	1652136914428780545	1652136750439866369	1652136679795306497	1652136629744672769	1652136378380042241	1652135989626773510	1652135520359645185	1652135422850375681	1652134633105166337	1652134354754125824	1652134310990708737	1652134284293992448	1652133693778010113	1652133440450445315	1652133316995284992	1652133218441744384	1652132855386972161	1652132257149210625	1652132114714771456	1652131695162695683	1652131238310731776	1652130944180953099	1652130859770601474	1652130515602878468	1652130288586178562	1652130214124695553	1652130048462258176	1652129937757814791	1652129788742467584	1652129538300575747	1652129281353342978	1652128905745125376	1652128822118973440	1652128645031288840	1652127835635556353	1652127829256024065	1652127809853169665	1652127511386501122	1652127258180562947	1652127257815572480	1652126956727554049	1652126942294933505	1652126375816450048	1652126234128576513	1652125986048167936	1652125958160232448	1652125692518080512	1652125430030163969	1652125373658693633	1652125341362651139	1652125151180275712	1652124945629970434	1652124748309057536	1652124687864922116	1652124644168671232	1652124225530994691	1652124096723931136	1652123993074278401	1652123937759719424	1652123781861605379	1652123552819167235	1652123366109720577	1652123223704719361	1652123219300700161	1652123153475203074	1652122884192497666	1652122881688588289
